140.91425,103.13377,a
157.80083,101.19686,ab
137.28764,86.35115,aa
156.26349,97.44254,abb
155.5356,97.34063,abbb
155.38718,94.20823,abba
139.12738,77.53605,aaa
129.41359,83.78846,aab
155.04556,92.27725,abbbb
169.18985,100.81463,aba
174.24432,101.456604,abaa
123.76535,81.50314,aaba
174.84607,101.88457,abaaa
151.81024,84.80294,abbaa
175.84628,101.12766,abaaab
172.84308,100.614044,abaab
144.67035,70.50675,aaaa
148.67778,88.82938,abbbbb
172.0557,99.23191,abaabb
151.79466,81.320366,abbaaa
171.89616,99.421684,abaabbb
171.43376,98.48557,abaabba
169.82323,99.19576,abaaba
173.12575,101.85565,abaaabb
177.67603,99.37626,abaaaba
152.34306,89.18114,abbaab
177.5125,105.196106,abaaaa
144.03677,81.35594,aaab
127.117645,88.33397,aabab
127.6866,87.17636,aababb
153.48265,83.396805,abbaaab
154.10033,84.3571,abbaaabb
154.32635,83.92397,abbaaaba
151.07933,77.60552,abbaaaa
136.14624,70.84003,aaaab
160.26266,89.69919,abab
154.06117,80.63527,abbbba
134.94849,71.09157,aaaaba
124.706985,92.11992,aababa
112.01548,79.61864,aabaa
112.791,78.88576,aabaab
139.13708,94.14189,abbba
131.05098,87.102455,aababbb
154.31184,114.349525,abbab
136.53284,92.50321,abbbaa
115.53825,76.90245,aabaabb
131.14964,71.7584,aaaabaa
131.72852,81.57044,aababba
155.31177,66.43111,aaaaa
139.45879,68.53163,aaaabab
130.07446,72.978,aaaabaab
129.24957,72.05345,aaaabaaa
149.66034,115.49019,abbabb
149.20938,115.31914,abbabbb
137.25912,67.03331,aaaababb
119.75626,75.820366,aabaabba
116.58589,72.59921,aabaaba
124.79304,67.55069,aaaabb
133.82271,106.661156,aabb
133.78317,107.432785,aabba
124.0809,68.622055,aaaabbb
124.07571,67.15149,aaaabba
116.11475,71.549095,aabaabab
116.58611,71.62615,aabaabaa
120.453606,75.71392,aabaabbab
120.61856,75.483444,aabaabbaa
136.40486,68.1825,aaaababbb
136.49773,66.274345,aaaababba
118.491165,80.80728,aabaabbb
132.67581,99.40806,abbbab
131.91885,100.28613,abbbabb
131.4383,99.312965,abbbaba
149.18298,62.125027,aaaaab
113.276695,88.65668,aababab
144.96602,66.57078,aaaababa
111.05374,86.7798,aabababa
133.15271,110.54433,aabbaa
163.29381,73.03459,aaaaaa
133.9632,110.72628,aabbaab
138.59338,107.65644,aabbb
142.38431,114.044846,abbabbba
132.36746,112.914635,aabbaaa
150.78441,128.58559,abbaba
151.246,128.61923,abbabab
144.95738,66.29286,aaaaaba
128.82338,109.36671,aabbab
158.73979,76.940605,aaaaaab
119.93661,93.88619,aabababb
116.513985,107.83932,aababaa
127.393,117.485146,aabbaaab
115.887344,94.5259,aabababab
147.52165,69.37957,aaaaabb
124.587456,98.594826,aabababba
158.3772,129.655,abbababa
174.22945,76.82307,aaaaaaa
113.12853,99.76589,aabababbb
131.37056,124.356766,abbabba
130.50949,125.08241,abbabbaa
114.042564,99.86005,aabababbbb
115.25175,90.53418,aababababb
123.517395,117.49849,aabbaaabb
86.81206,80.96719,aabaaa
113.731804,99.80832,aabababbbbb
115.10806,100.048775,aabababbbba
177.2812,80.61332,aaaaaaaa
117.41754,100.78019,aababababa
156.04852,119.90461,abbababb
173.82764,70.10485,aaaaaaab
128.4626,128.88548,aabbaaaa
127.46699,122.52772,abbabbaab
110.06263,103.708244,aabababbba
157.22568,126.66749,abbababab
127.02815,127.377205,aabbaaaab
150.67618,120.79512,abbababbb
127.43707,129.20247,abbabbaaa
126.91175,129.48506,abbabbaaab
126.54272,130.15674,abbabbaaaa
126.04635,128.15672,aabbaaaabb
126.70496,126.81141,aabbaaaaba
155.85892,125.479225,abbabababb
126.694016,131.77449,aabbaaaaa
124.96705,128.74007,abbabbab
119.77618,126.21703,aabbaaaba
156.47939,124.89354,abbabababbb
155.03882,124.85084,abbabababba
112.512276,103.27897,aabababbbab
162.06592,138.94238,abbababaa
159.36995,130.63846,abbabababa
144.81422,146.8362,abbabaa
175.34262,90.81472,aaaaaaaab
181.06616,64.27459,aaaaaaaba
98.57183,95.24114,aabababaa
166.40683,64.95505,aaaaaaabb
150.63309,105.773094,abbabbbb
150.01164,106.13007,abbabbbbb
166.82904,64.17586,aaaaaaabbb
108.32178,110.6206,aababaab
153.79906,104.77548,abbabbbba
102.73892,93.38577,aabababaab
166.16545,106.61425,abbababba
191.80727,83.561874,aaaaaaaaa
192.1709,83.28818,aaaaaaaaab
104.126175,92.8578,aabababaaba
152.87836,104.95863,abbabbbbab
109.98123,108.288956,aababaabb
166.78116,62.107407,aaaaaaabba
148.8,138.3032,abbabaab
163.66052,150.3581,abbababaaa
155.44255,104.14957,abbabbbbaa
104.27614,109.9714,aababaaba
150.86043,135.29019,abbababaab
193.29558,82.49868,aaaaaaaaaba
